[0.004408606567955905, 0.000148692021165742]
[0.00046278440947173266, 0.0023023811612968605]
[0.00020211284968441948, 6.154444621586416e-05]
[0.0026666379197882195, 0.01763289931818871]
[0.0025470399417178943, 0.0002925232124906509]
[0.0018873662069871326, 0.00991132871038947]
[0.0032906957041526023, 1.6528657698520915e-05]
[0.0021790629537156198, 0.14392593293025038]
[0.010225500806367329, 0.010225500806367329]
[0.010225500806367329, 0.035628051551005006]
[0.010225500806367329, 0.035628051551005006]
[0.010225500806367329, 0.06800116381830007]
[0.015310208864497821, 0.08092218606320589]
[0.035628051551005006, 0.035628051551005006]
