[0.0017726436259905948, 0.00021240761724065435]
[0.0007940615827593733, 3.0953974242972307e-06]
[0.00018124228397730768, 0.001478547545814698]
[0.0013417596620776348, 0.0007458026577266572]
[0.0001212655944801553, 0.004769404664234915]
[0.0005789031767994519, 0.00026029087936344316]
[8.289507232340222e-05, 0.00017915185561679866]
[0.023324371288882928, 0.007889618869810058]
[0.007889618869810058, 0.008879057942464928]
[0.013139013058521044, 1.4984355347238116e-05]
[0.008879057942464928, 0.007889618869810058]
[0.019540876188429757, 0.04079339204722249]
[0.01656137533293976, 0.029255863460674103]
[0.008879057942464928, 0.007889618869810058]
